Id,date,playoff,team_id,Elo,opp_team_id,opp_Elo,win_equivalent,bet_ratio,game_result
12063,2/27/2006,False,team16,1517.2029,opp_team8,1430.4171,39.807789,0.74558938,1
12064,3/24/1965,True,team31,1583.9767,opp_team32,1451.5068,48.896015,0.79219443,1
12065,1/29/1967,False,team0,1688.4426,opp_team1,1428.9379,61.311932,0.88790077,0
12066,12/1/1999,False,team16,1384.5491,opp_team3,1545.9287,,0.41257524,0
12067,2/22/2010,False,team20,1372.59,opp_team37,1526.8132,28.523445,0.42259389,0
12068,2/21/1975,False,team2,1380.4243,opp_team12,,30.280725,0.46818137,1
12069,12/23/1993,False,team21,,opp_team25,1355.7306,,0.58592618,0
12070,1/10/1975,False,team0,1644.4792,opp_team2,1449.9308,,0.8449536,0
12071,1/16/1995,False,team2,1509.3323,opp_team20,,42.332504,0.86659443,0
12072,1/21/2003,False,team21,,opp_team19,1629.5132,,0.74476391,0
12073,3/5/1958,False,team33,1573.6638,opp_team1,,47.490799,0.68785006,0
12074,3/3/1999,False,team2,1631.0181,opp_team6,,54.832645,0.74944121,0
12075,2/29/1968,False,team1,1511.0295,opp_team31,1552.2053,46.085339,0.58385515,1
12076,11/19/2000,False,team3,1519.7343,opp_team30,1521.411,41.595898,0.6378383,1
12077,1/29/1955,False,team43,1549.3812,opp_team34,1517.6747,,0.68095493,0
12078,4/3/1956,True,team34,1615.5647,opp_team40,1529.8551,50.40036,0.74441248,0
12079,10/23/1963,False,team3,,opp_team2,1542.526,,0.5193032,1
12080,11/5/1983,False,team18,1474.4658,opp_team2,,,0.47790468,0
12081,2/7/2013,False,team16,1635.5647,opp_team5,1571.9489,55.342228,0.71947289,0
12082,1/16/1981,False,team8,1662.58,opp_team36,1465.8585,57.713921,0.84658527,0
12083,4/8/2006,False,team17,1461.4856,opp_team9,1279.557,37.501339,0.83519626,0
12084,11/25/1976,False,team10,1568.6757,opp_team3,,48.297028,0.70044953,0
12085,1/28/1982,False,team13,1550.0887,opp_team36,1376.7512,46.777031,0.82827592,0
12086,12/2/1993,False,team1,1655.499,opp_team11,1679.6405,,0.60746688,1
12087,11/2/1999,False,team30,,opp_team23,1539.5251,,0.65012109,0
12088,3/6/2005,False,team13,1757.2665,opp_team17,1404.105,,0.93141347,0
12089,12/14/2005,False,team0,1475.2457,opp_team15,1568.9167,,0.50910711,0
12090,2/26/1987,False,team17,,opp_team11,1546.4132,42.517128,0.60845065,1
12091,1/30/2013,False,team7,1510.9608,opp_team26,1427.4429,41.901852,0.74200469,0
12092,3/10/1964,False,team39,1600.61,opp_team32,1407.6863,52.273182,0.84372437,0
12093,2/7/1971,False,team7,1362.1221,opp_team28,1394.9122,33.320316,0.59553403,0
12094,3/27/1990,False,team18,1520.6206,opp_team12,1457.6641,,0.71870625,0
12095,3/11/1994,False,team19,1515.355,opp_team15,1601.1061,44.261044,0.52049434,0
12096,11/21/2006,False,team4,1468.4167,opp_team3,1574.9766,,0.4905608,1
12097,1/12/1988,False,team2,1704.9908,opp_team12,1364.1968,60.481647,0.92672348,0
12098,3/23/1973,False,team0,1688.7811,opp_team7,1516.5077,62.226151,0.82740289,0
12099,4/4/2004,False,team11,1546.5652,opp_team21,1619.1262,44.731186,0.53940594,1
12100,1/12/1982,False,team5,1528.6099,opp_team3,1461.366,42.30677,0.72366869,1
12101,11/21/1984,False,team6,1546.25,opp_team2,1600.7811,,0.56506395,1
12102,3/3/2005,False,team19,1466.4929,opp_team22,1647.5093,36.766933,0.38547632,1
12103,1/22/2004,False,team10,1396.3204,opp_team21,1669.9188,29.71147,0.26907659,1
12104,2/1/1991,False,team25,1453.5059,opp_team3,,37.276939,0.34711367,1
12105,10/29/1967,False,team2,1483.1569,opp_team32,1392.4893,,0.74980468,0
12106,3/13/1976,False,team5,1388.9236,opp_team50,1440.7336,30.514494,0.56890959,1
12107,2/8/1994,False,team16,1489.8568,opp_team17,1567.7499,39.85532,0.53177154,1
12108,11/23/1988,False,team4,1508.6829,opp_team10,1600.3345,,0.512012,0
12109,11/18/2006,False,team18,,opp_team29,1499.5057,53.13789,0.77765918,0
12110,4/7/2012,False,team15,1574.5841,opp_team0,1574.5959,,0.64004928,1
12111,11/24/1981,False,team25,1476.9658,opp_team12,1491.9458,40.000195,0.61996853,0
12112,3/19/1983,False,team1,1621.3525,opp_team25,1447.2717,51.792809,0.82888365,1
12113,1/28/1979,False,team2,,opp_team8,,48.92564,0.72073019,0
12114,4/28/1994,True,team23,1621.5413,opp_team15,,53.127037,0.66747397,1
12115,12/5/2001,False,team0,1518.8678,opp_team16,1458.1545,,0.71608824,0
12116,11/24/1976,False,team3,1517.8727,opp_team4,1561.1079,42.950336,0.5809719,0
12117,12/20/1965,False,team39,1410.8427,opp_team4,1603.825,32.973412,0.36929345,0
12118,3/24/2004,False,team2,1627.8861,opp_team21,1646.116,54.920467,0.61555105,0
12119,1/18/1961,False,team0,1662.3132,opp_team31,1572.1902,54.398964,0.7492162,1
12120,4/8/1951,True,team43,,opp_team1,1521.52,54.245533,0.76280504,0
12121,12/26/1967,False,team5,,opp_team2,1493.1295,29.550398,0.43543988,1
12122,2/22/1957,False,team34,1575.8799,opp_team0,1624.9753,47.421783,0.57273781,0
12123,1/29/2014,False,team0,1398.2528,opp_team4,1325.069,,0.73045385,1
12124,3/12/1987,False,team19,1420.3647,opp_team8,,34.425663,0.37533289,0
12125,1/13/1979,False,team3,1393.4124,opp_team12,1529.303,30.51812,0.44853219,0
12126,2/18/2009,False,team8,1477.2263,opp_team5,,36.919907,0.64991522,1
12127,2/8/1952,False,team46,1321.0188,opp_team1,,,0.34861356,1
12128,4/7/2000,False,team0,1437.7474,opp_team4,1557.8221,,0.47114229,1
12129,11/6/1999,False,team12,1422.1272,opp_team18,,,0.61020905,1
12130,4/1/2003,False,team6,1510.371,opp_team16,1324.0304,42.426003,0.83866239,0
12131,3/12/2012,False,team38,,opp_team37,1267.6681,29.107035,0.78873301,1
12132,3/9/1949,False,team1,1430.3845,opp_team59,,,0.59650552,0
12133,11/23/1995,False,team15,1582.9316,opp_team11,1656.172,50.00988,0.53843427,1
12134,1/20/2010,False,team4,1422.7953,opp_team9,,31.917067,0.4426277,1
12135,3/25/2010,False,team9,1578.9023,opp_team18,1547.8622,49.535961,0.68012094,0
12136,2/24/1991,False,team23,1329.8385,opp_team21,1332.3022,,0.63679117,0
12137,2/27/2015,False,team15,1484.9432,opp_team10,1610.2965,39.911083,0.46357834,0
12138,3/18/2012,False,team6,1518.3262,opp_team11,,,0.67001486,0
12139,4/2/2010,False,team15,1474.7065,opp_team22,1586.0319,37.059437,0.48370734,1
12140,4/28/1988,True,team5,,opp_team10,1569.6328,52.791283,0.69581312,0
12141,11/9/1979,False,team5,1418.4313,opp_team44,1492.1776,33.397564,0.53771031,0
12142,1/5/1952,False,team43,1615.165,opp_team34,1504.0505,52.134174,0.77123058,0
12143,1/3/2005,False,team37,1285.4143,opp_team10,1497.1219,20.213388,0.34455946,1
12144,1/31/2000,False,team23,1475.8522,opp_team6,1541.9349,37.819447,0.54865634,1
12145,2/21/1970,False,team28,1386.554,opp_team5,1370.0901,,0.66159719,0
12146,1/11/2003,False,team7,,opp_team38,1526.9602,30.272816,0.44439858,0
12147,2/20/1977,False,team12,1568.423,opp_team0,1473.3104,46.965412,0.75457406,1
12148,1/14/1988,False,team19,1320.9783,opp_team21,1368.4952,,0.57495987,0
12149,12/22/2004,False,team3,1589.0409,opp_team5,1410.8455,48.692745,0.83221698,1
12150,1/11/2000,False,team14,1495.1737,opp_team6,1564.2593,,0.54437238,0
12151,12/4/1970,False,team32,1467.2261,opp_team14,1447.3485,44.654488,0.66598266,0
12152,3/12/1987,False,team21,,opp_team17,1497.0406,29.780436,0.50413597,1
12153,1/25/1966,False,team2,1534.1718,opp_team4,1598.4148,43.941681,0.55127746,1
12154,11/14/1989,False,team22,1298.6567,opp_team11,1532.8063,24.060963,0.3159976,0
12155,3/18/2000,False,team13,1597.5844,opp_team16,1403.1918,,0.844836,0
12156,11/14/1976,False,team8,,opp_team3,1485.3297,29.953861,0.54010874,1
12157,3/29/2013,False,team10,1368.1592,opp_team4,1410.0157,26.112518,0.58290267,1
12158,2/10/1994,False,team3,1347.5665,opp_team11,1567.3817,,0.33409721,1
12159,2/10/1993,False,team4,1418.3229,opp_team11,,32.231388,0.52631313,1
12160,11/30/1999,False,team13,1716.725,opp_team3,1550.5599,62.088268,0.82232344,0
12161,4/8/2003,False,team29,1425.2732,opp_team20,,33.274719,0.72583252,0
12162,1/23/1988,False,team10,1473.4337,opp_team0,1669.1676,40.102718,0.36561188,0
12163,2/10/1981,False,team18,,opp_team3,1266.4207,14.548273,0.55443066,1
12164,1/8/1950,False,team35,1569.0404,opp_team0,1451.2208,,0.77796912,0
12165,4/7/1962,True,team0,1669.3065,opp_team2,1556.8319,,0.772609,0
12166,4/14/1991,False,team25,1359.9266,opp_team22,1321.1492,28.722136,0.68973213,0
12167,11/15/1970,False,team6,,opp_team3,,44.710716,0.62959486,0
12168,12/11/1964,False,team39,1460.8098,opp_team3,1394.4529,36.134647,0.72264653,1
12169,1/26/1993,False,team25,1351.5104,opp_team22,1423.663,27.12805,0.53999007,0
12170,1/10/2012,False,team4,,opp_team21,1417.3599,49.632317,0.82057053,0
12171,1/3/1980,False,team10,1486.6229,opp_team4,1615.62,38.804943,0.45836648,1
12172,1/16/2009,False,team4,1522.9456,opp_team13,1615.6385,44.929691,0.51051408,0
12173,11/9/1984,False,team9,,opp_team2,1567.2007,45.637371,0.6234892,1
12174,2/28/1959,False,team28,1304.5527,opp_team31,1625.4485,21.62785,0.21898721,0
12175,12/27/1952,False,team43,1608.5601,opp_team57,1444.9857,51.734161,0.82013404,0
12176,1/20/1998,False,team12,1281.7501,opp_team6,1562.2815,20.108147,0.26130012,1
12177,3/25/1975,False,team54,,opp_team47,1564.494,37.142204,0.44949841,0
12178,3/5/1990,False,team4,1593.1299,opp_team20,1372.6207,,0.86353886,0
12179,4/8/2004,False,team21,1630.6276,opp_team24,,52.790787,0.61059105,1
12180,3/27/1997,False,team48,,opp_team2,1590.9272,15.259037,0.16110303,1
12181,12/17/2005,False,team8,,opp_team17,1408.9966,35.619953,0.70685709,1
12182,11/25/2001,False,team20,1452.9398,opp_team11,,,0.49217245,0
12183,2/2/1989,False,team5,1550.0973,opp_team21,1363.4086,47.783909,0.83893335,0
12184,2/27/1997,False,team18,1331.8679,opp_team24,1478.8794,24.812872,0.43275493,1
12185,3/12/1992,False,team21,1338.2897,opp_team17,1637.9966,25.454727,0.24056117,1
12186,1/9/1981,False,team4,1730.4983,opp_team11,,,0.90123683,0
12187,12/8/1989,False,team11,1519.4202,opp_team19,1309.2615,43.679592,0.85636449,1
12188,2/18/1989,False,team1,1605.887,opp_team19,1384.3585,53.246372,0.86422879,0
12189,4/12/2002,False,team26,1476.7701,opp_team7,1442.723,39.975433,0.68387496,0
12190,12/18/1952,False,team0,1564.9594,opp_team33,1595.754,47.397625,0.59829783,0
12191,1/15/2011,False,team5,1592.283,opp_team22,1677.7933,50.677975,0.52084017,0
12192,2/25/1998,False,team16,1191.0137,opp_team7,1569.2279,14.015536,0.1677679,1
12193,12/26/1948,False,team35,,opp_team43,1571.5679,,0.6131475,0
12194,12/20/2014,False,team20,,opp_team8,,55.780815,0.86026376,0
12195,1/2/1986,False,team12,1389.3837,opp_team11,1545.4718,28.8913,0.41997665,1
12196,1/20/1971,False,team6,1534.1134,opp_team28,1387.339,48.291336,0.80542427,1
12197,3/16/2002,False,team8,1504.6305,opp_team3,1514.3636,,0.62705839,1
12198,12/23/2013,False,team10,1389.9845,opp_team3,1432.3936,27.24115,0.58212918,1
12199,1/4/1992,False,team16,,opp_team23,1323.7737,29.079481,0.69893312,0
12200,2/2/2008,False,team14,1338.7285,opp_team1,1383.2595,25.134506,0.57915491,0
12201,1/22/2002,False,team8,1627.9581,opp_team6,1509.1017,51.803341,0.77899837,1
12202,2/5/1976,False,team36,1396.8843,opp_team2,1434.6661,32.924831,0.58859408,0
12203,1/26/1985,False,team25,1521.8535,opp_team6,1476.2765,43.484982,0.69804567,0
12204,3/5/2008,False,team29,1310.3657,opp_team19,1420.3687,,0.48560861,0
12205,10/29/1982,False,team2,1648.3525,opp_team12,1520.0459,,0.7882216,1
12206,2/22/1981,False,team12,1466.9364,opp_team36,1495.2751,38.741261,0.60169083,0
12207,12/17/1969,False,team0,1486.8229,opp_team8,,41.707859,0.63444448,1
12208,3/8/1988,False,team15,1478.684,opp_team3,1653.1006,40.030052,0.39451405,0
12209,11/6/1977,False,team50,1488.0914,opp_team25,1521.8668,37.978703,0.59416717,1
12210,1/11/2001,False,team30,1593.8992,opp_team9,1681.8843,49.329124,0.51728392,1
12211,1/7/1982,False,team3,1484.7551,opp_team6,1554.5696,,0.5433315,1
12212,12/28/1974,False,team11,,opp_team41,1569.3428,,0.56815857,0
12213,11/27/2004,False,team23,,opp_team4,1429.7545,,0.61722982,0
12214,2/23/1995,False,team16,1472.2889,opp_team4,1334.519,39.028851,0.79717225,0
12215,3/5/1968,False,team14,,opp_team32,,29.364273,0.52403271,1
12216,4/16/2008,False,team22,1239.1592,opp_team7,1467.9808,18.35811,0.32266375,0
12217,3/22/1996,False,team17,1653.7026,opp_team10,1544.5756,57.977768,0.76920581,0
12218,2/19/2010,False,team29,1486.9078,opp_team22,1559.2355,37.893135,0.53973973,1
12219,11/28/1972,False,team55,1501.4302,opp_team54,1508.0825,,0.63119626,0
12220,11/18/2000,False,team20,1290.7599,opp_team14,1484.0713,20.582794,0.36885232,1
12221,12/22/2004,False,team15,,opp_team4,1427.9371,41.718483,0.75616574,1
12222,12/18/2009,False,team12,1402.0804,opp_team27,1378.9199,29.230169,0.67017329,1
12223,1/30/1974,False,team7,1387.6677,opp_team12,,,0.45826897,1
12224,10/30/1976,False,team15,1500.9117,opp_team36,1465.2275,41.449631,0.68590873,0
12225,12/11/1977,False,team2,,opp_team41,1435.6274,36.531361,0.66671866,0
12226,4/18/2001,False,team4,1579.1169,opp_team5,1237.1107,46.871014,0.92719591,1
12227,2/11/1950,False,team46,1393.5048,opp_team33,1612.5846,,0.33503962,1
12228,4/13/1991,False,team14,,opp_team23,1436.3666,,0.74173099,0
12229,1/16/1954,False,team46,,opp_team34,1442.1694,,0.46283787,0
12230,12/12/1987,False,team13,,opp_team6,1437.9324,,0.64071375,0
12231,4/6/1997,False,team48,1191.9087,opp_team11,1597.9945,14.449435,0.14654358,1
12232,3/13/1971,False,team51,1464.0283,opp_team47,1585.5867,,0.46901479,0
12233,11/3/2000,False,team0,1509.4957,opp_team26,1472.1443,42.220291,0.68797272,0
12234,4/13/1994,False,team13,,opp_team16,1543.4922,54.842255,0.76296329,1
12235,11/29/1977,False,team7,1459.9426,opp_team0,1470.6838,37.098324,0.62570035,0
12236,10/14/1972,False,team54,1574.464,opp_team58,1478.0161,,0.7559948,0
12237,11/23/1955,False,team31,1511.5209,opp_team43,1515.2589,,0.63509285,0
12238,5/2/1990,True,team6,1622.4966,opp_team17,1574.952,56.177505,0.70042759,0
12239,3/8/1983,False,team3,1464.8966,opp_team15,1315.5105,,0.80776954,0
12240,12/16/1994,False,team6,1630.238,opp_team1,1592.1895,55.19788,0.68883353,0
12241,2/7/2001,False,team48,1348.8667,opp_team17,1612.9773,,0.27995265,1
12242,11/21/2004,False,team3,,opp_team37,1268.2771,52.81398,0.92797261,0
12243,12/30/1975,False,team4,1498.4352,opp_team3,1444.9745,43.144314,0.70752436,0
12244,1/12/1964,False,team39,1535.072,opp_team1,1383.7987,45.552872,0.80945081,0
12245,11/14/2003,False,team11,1560.2891,opp_team6,1521.8942,47.356716,0.68926066,0
12246,3/17/2000,False,team5,1292.0209,opp_team12,1324.1576,20.54509,0.59643978,1
12247,11/10/1984,False,team11,1474.4791,opp_team20,1433.5475,,0.69237959,0
12248,10/25/1980,False,team14,,opp_team6,1631.2971,45.708035,0.54376352,1
12249,2/26/1995,False,team24,1292.833,opp_team22,1475.6934,22.122349,0.38296491,0
12250,12/18/1963,False,team0,,opp_team1,1315.1323,62.085537,0.94673449,0
12251,11/14/1968,False,team3,1443.4353,opp_team6,,41.131325,0.79404026,0
12252,2/9/1999,False,team24,,opp_team13,,43.890862,0.51553541,0
12253,4/26/1985,True,team25,1491.5378,opp_team4,1580.1367,,0.51640165,1
12254,3/24/1972,False,team10,1257.0485,opp_team11,1420.9468,21.14065,0.4090659,1
12255,11/8/1969,False,team4,1502.1547,opp_team14,,,0.77872354,1
12256,12/23/1983,False,team9,1599.99,opp_team11,1367.0676,,0.87174261,0
12257,3/10/2001,False,team27,1314.7462,opp_team19,1402.0013,23.481489,0.51833314,0
12258,11/24/1961,False,team33,1550.2181,opp_team28,,,0.73728532,1
12259,4/12/1992,False,team9,1682.5408,opp_team13,1540.5293,,0.80109149,0
12260,11/25/1981,False,team16,1472.1985,opp_team18,1266.8065,38.514626,0.85295618,0
12261,12/13/2004,False,team29,1516.0519,opp_team10,1489.8662,41.801723,0.67401105,1
12262,1/28/1994,False,team30,,opp_team7,1623.5336,39.69698,0.45815611,1
12263,4/3/2007,False,team2,,opp_team16,1530.0303,,0.58468616,1
12264,1/15/2001,False,team23,1478.0111,opp_team5,1270.964,38.8741,0.85414714,0
12265,12/2/1977,False,team6,1548.176,opp_team9,1683.502,,0.44933638,1
12266,11/10/1993,False,team6,1619.4558,opp_team13,1511.3827,,0.76812696,0
12267,3/11/1964,False,team2,1477.1975,opp_team32,1403.8297,,0.73066229,0
12268,1/2/1973,False,team12,1560.7031,opp_team2,1653.1104,,0.51092511,0
12269,3/7/1976,False,team45,1518.2494,opp_team47,1498.0262,44.08717,0.66642505,0
12270,2/20/2000,False,team11,,opp_team13,1652.9568,,0.37258115,1
12271,11/1/2014,False,team4,1306.175,opp_team22,1585.8995,21.244967,0.26219767,1
12272,11/30/1975,False,team49,1566.4196,opp_team45,1640.8184,50.234127,0.53677654,0
12273,3/17/2007,False,team13,1707.3643,opp_team0,1372.4797,59.079525,0.92437959,1
12274,12/9/2008,False,team24,,opp_team17,,25.975513,0.33577549,1
12275,11/18/1960,False,team28,1386.2448,opp_team31,1584.0479,28.944712,0.36285362,0
12276,11/3/1981,False,team25,1510.599,opp_team4,,41.173298,0.46568355,1
12277,3/17/1978,False,team25,1537.1614,opp_team15,1408.7656,43.003468,0.78830719,1
12278,3/3/1953,False,team56,1457.7911,opp_team33,1623.4303,36.588608,0.40664572,0
12279,3/26/1981,False,team8,1663.4305,opp_team10,1382.7583,,0.89946783,0
12280,12/21/1982,False,team44,1300.0133,opp_team18,1441.0793,21.327412,0.44117489,1
12281,3/21/1976,False,team2,1478.6406,opp_team8,1440.4124,38.08297,0.6890552,1
12282,4/1/2008,False,team19,1415.5149,opp_team4,1545.7137,31.255163,0.45664948,1
12283,1/2/1973,False,team1,1619.8307,opp_team8,,56.847363,0.58398539,0
12284,1/20/1993,False,team12,1537.2115,opp_team17,1598.6854,,0.55521744,0
12285,2/12/2003,False,team38,1532.9421,opp_team15,1568.7943,,0.59128124,1
12286,4/23/1994,False,team7,1613.4667,opp_team23,1613.9957,53.330109,0.63936305,0
12287,12/28/1973,False,team11,1408.0433,opp_team8,1692.6115,33.123013,0.25683972,1
12288,12/12/1981,False,team13,1585.3737,opp_team17,1376.0361,50.336765,0.85578203,0
12289,10/31/1980,False,team0,1640.8856,opp_team36,1525.4268,,0.77561289,0
12290,1/3/1992,False,team8,1512.181,opp_team5,1749.4423,44.490067,0.3121388,0
12291,11/28/2008,False,team42,1270.5814,opp_team24,1407.5651,18.868898,0.44697639,1
12292,3/27/2013,False,team10,1371.8171,opp_team0,1498.2261,,0.46206751,1
12293,1/26/1972,False,team32,1444.5037,opp_team41,1243.7191,,0.84959847,0
12294,4/17/1984,True,team18,1509.9365,opp_team14,1508.3549,42.280701,0.64215988,0
12295,1/6/2010,False,team17,1537.0361,opp_team29,1528.52,45.758949,0.65127969,0
12296,4/18/1997,False,team30,1627.3763,opp_team26,1384.1334,52.666317,0.87823969,1
12297,12/4/1951,False,team57,1488.7317,opp_team33,1575.5986,39.531708,0.51889098,0
12298,12/25/1952,False,team34,1399.8826,opp_team43,1599.5737,,0.36034468,1
12299,1/23/2015,False,team13,,opp_team2,,,0.89027655,0
12300,2/1/1975,False,team9,1446.3523,opp_team14,,37.327106,0.66634351,1
12301,3/4/1969,False,team1,1624.4088,opp_team3,1336.2552,58.768005,0.90329564,0
12302,1/15/2011,False,team3,,opp_team21,1330.5615,30.511778,0.72413188,0
12303,2/8/1973,False,team7,,opp_team10,1413.061,,0.71186608,1
12304,4/29/2006,True,team16,1494.2708,opp_team20,1553.8037,38.964329,0.55797482,1
12305,1/28/2009,False,team42,1332.6315,opp_team29,1288.7289,24.790352,0.69601011,0
12306,11/17/1991,False,team24,1391.8622,opp_team14,1540.5266,,0.4304207,1
12307,12/21/2002,False,team24,1532.2108,opp_team11,1515.7733,44.859661,0.66156322,0
12308,1/30/1980,False,team6,,opp_team16,1408.551,49.959003,0.83344996,0
12309,3/8/1978,False,team11,1395.4882,opp_team9,1724.7493,29.792318,0.21086271,1
12310,11/18/2012,False,team2,1536.7986,opp_team11,1495.3848,,0.69297045,0
12311,1/30/1996,False,team14,1669.5171,opp_team19,1379.1444,59.040051,0.90440577,0
12312,3/25/1997,False,team5,,opp_team18,1321.7117,,0.96639353,0
12313,12/10/1958,False,team0,1585.157,opp_team34,1487.0394,48.585186,0.75776339,0
12314,4/13/2009,False,team18,1584.9739,opp_team24,1341.2308,,0.87854719,0
12315,11/4/2000,False,team18,1551.9282,opp_team17,1574.092,45.315014,0.61017811,1
12316,5/28/2002,True,team21,1718.4762,opp_team2,,61.860619,0.65946895,0
12317,6/19/2000,True,team2,1686.0776,opp_team15,1655.834,,0.67912263,0
12318,3/13/1991,False,team3,1546.4651,opp_team30,1326.9053,47.68092,0.86289358,0
12319,1/28/2015,False,team4,,opp_team3,1444.2069,19.865002,0.38104591,0
12320,3/26/1952,True,team0,,opp_team1,1576.5179,47.4799,0.64208758,1
12321,3/4/1973,False,team47,,opp_team58,,46.434566,0.81955898,0
12322,3/16/2009,False,team29,1309.7476,opp_team9,1580.806,21.847733,0.27196184,1
12323,11/18/2009,False,team15,1507.4663,opp_team1,1352.2548,39.660141,0.81292295,1
12324,3/20/1994,False,team2,1418.5153,opp_team23,1591.3535,33.940952,0.39668649,0
12325,11/20/1997,False,team11,1576.5775,opp_team26,1364.4813,,0.85773093,0
12326,5/19/2013,True,team13,1667.6274,opp_team29,1700.8755,58.386177,0.594899,0
12327,2/9/1993,False,team3,1443.3877,opp_team22,1407.8826,35.128986,0.68568665,1
12328,12/9/1993,False,team7,1580.7065,opp_team13,1572.1177,50.373482,0.65137482,0
12329,2/27/1994,False,team20,1379.8053,opp_team14,1639.0155,,0.2856741,1
12330,12/5/2009,False,team18,1623.2107,opp_team7,1558.7983,52.095474,0.72039735,1
12331,3/18/1958,True,team33,1589.7449,opp_team34,1542.11,46.507534,0.70053667,1
12332,11/10/1989,False,team15,,opp_team22,1285.499,46.550819,0.87892103,0
12333,4/15/2013,False,team3,1366.0632,opp_team4,1430.6931,27.827843,0.55072659,0
12334,4/14/1999,False,team13,1626.5419,opp_team24,1491.0044,54.553894,0.79508644,0
12335,3/9/2006,False,team6,1711.6025,opp_team13,1695.4291,59.125664,0.66122282,1
12336,1/2/2011,False,team9,1542.3608,opp_team11,,,0.66638428,0
12337,12/3/1971,False,team5,1578.7499,opp_team1,1533.0684,,0.69817245,0
12338,3/13/1991,False,team18,1381.8934,opp_team14,1518.3949,31.007864,0.44766259,0
12339,4/28/1999,False,team9,,opp_team14,1481.4047,53.643959,0.7914753,0
12340,4/17/1993,False,team17,1519.1364,opp_team6,1682.5234,,0.40977746,0
12341,12/28/1978,False,team10,,opp_team44,1413.9565,,0.69210714,0
12342,3/18/1972,False,team12,1538.0319,opp_team6,1569.6892,50.579483,0.59710377,0
12343,1/24/2014,False,team0,1424.3408,opp_team42,1710.7115,,0.2548641,1
12344,1/30/1987,False,team12,1455.1257,opp_team14,1547.411,36.888294,0.51110053,0
12345,2/6/1986,False,team21,1441.3392,opp_team14,1416.4891,35.210258,0.67231959,0
12346,12/5/1985,False,team18,,opp_team13,1512.2373,42.25835,0.65526021,1
12347,10/19/1963,False,team32,1395.9064,opp_team39,1469.6287,30.469271,0.5377447,1
12348,2/27/1979,False,team2,1581.2502,opp_team36,1597.9495,,0.617634,0
12349,1/11/1986,False,team1,,opp_team9,1566.5651,28.734783,0.38629362,1
12350,2/19/2000,False,team1,,opp_team15,1654.7229,49.062218,0.51417512,0
12351,12/30/1993,False,team6,,opp_team4,,56.681583,0.86964273,0
12352,2/9/2000,False,team8,1532.7252,opp_team1,1566.897,,0.5936169,1
12353,3/10/2000,False,team21,1538.8607,opp_team26,1545.795,46.114346,0.63081831,0
12354,11/14/1989,False,team24,,opp_team12,1450.9146,,0.42017162,0
12355,12/10/1958,False,team28,1366.0212,opp_team33,1560.9824,,0.36664417,1
12356,11/17/1959,False,team3,,opp_team0,1656.9226,,0.3701826,1
12357,4/19/2010,True,team10,1704.4155,opp_team5,,60.626484,0.85598552,0
12358,11/18/1995,False,team11,,opp_team16,1502.2567,57.012917,0.80219853,0
12359,12/10/1964,False,team28,1570.9392,opp_team0,,,0.52370691,1
12360,12/13/2005,False,team24,1573.5507,opp_team21,,47.899139,0.73561883,1
12361,11/21/1964,False,team31,1553.1166,opp_team3,1395.5143,,0.81500691,0
12362,12/5/1980,False,team25,1477.2424,opp_team3,1327.5652,39.47282,0.80802965,0
12363,3/20/2015,False,team22,1478.7822,opp_team16,1436.1871,39.142372,0.69441533,0
12364,3/27/1977,False,team2,1574.2854,opp_team41,1406.7002,,0.82351476,0
12365,3/11/1973,False,team0,,opp_team1,1592.5541,62.173813,0.75314653,0
12366,1/31/1998,False,team10,,opp_team3,1512.1377,,0.70079178,0
12367,1/19/1950,False,team1,1530.8474,opp_team35,1620.0465,48.072716,0.51553875,1
12368,12/28/2003,False,team6,,opp_team4,1492.9568,34.413574,0.55591649,0
12369,3/10/1992,False,team14,1539.9701,opp_team3,1579.2974,45.257378,0.58643818,1
12370,11/30/1993,False,team17,1538.8623,opp_team16,1477.0219,,0.71740556,0
12371,3/12/1983,False,team2,,opp_team5,1403.6998,55.640549,0.87637389,0
12372,10/17/1964,False,team1,1386.2194,opp_team2,1494.8485,29.1028,0.4875842,1
12373,3/5/1996,False,team1,,opp_team20,1347.1902,39.789993,0.81509757,1
12374,1/3/1990,False,team3,1641.1361,opp_team20,1414.3462,57.317547,0.86774361,0
12375,1/22/1987,False,team15,1491.1837,opp_team2,,39.066463,0.33513263,1
12376,11/5/1977,False,team10,1521.1538,opp_team19,1323.5872,43.18985,0.84721613,0
12377,4/8/2003,False,team2,,opp_team18,1686.1014,55.063324,0.56872344,0
12378,2/4/1968,False,team4,1624.7924,opp_team39,1467.3221,58.226383,0.81489223,0
12379,5/17/1975,True,team47,,opp_team45,1659.031,,0.50806355,1
12380,1/28/1968,False,team2,1515.9238,opp_team31,1607.2681,,0.51245409,0
12381,2/16/1996,False,team24,,opp_team5,,,0.15123618,1
12382,2/12/2012,False,team7,1546.5188,opp_team22,,,0.47269419,1
12383,2/24/2013,False,team42,1680.3727,opp_team5,1560.1591,59.02145,0.78034043,0
12384,2/23/2010,False,team10,,opp_team38,1501.5204,62.036495,0.86378479,0
12385,2/14/1973,False,team4,1160.3579,opp_team8,1642.119,14.791246,0.099966794,0
12386,1/29/2002,False,team14,,opp_team9,1556.1254,48.711903,0.68099004,1
12387,11/18/2014,False,team8,,opp_team1,,27.187477,0.49217844,0
12388,12/3/2003,False,team14,1497.297,opp_team1,,40.934147,0.68262595,0
